Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
-1.732035614207378,62846,10357,8100,11741,1.782627185895488,0.024575159955974476,False,0.6292442401413311,-0.7171479241461048,-1.2104423695916917,0.30082834199365605,-1.3262809934196205,0.5518475250575274,-0.8502015064957404,-0.5041086077741079,0.7587432680905878,0.9293058574933091,-1.1418627850425846,0.22182318200510712,0
-1.7320052273511037,55668,3287,14796,22528,0.9756325387689854,-0.7308589822363727,False,-0.8459079807897053,-1.889979737473205,-1.2104423695916917,-1.7847441191438882,0.7539880349349252,-0.07899330500671095,1.831732404316296,-0.5040939091835996,-0.5912106844171355,-0.7986896901238627,-1.4897171194758734,0.22182318200510712,0
-1.7319748404948294,19766,12397,39162,60774,1.0652986106719302,-0.16033173627744646,False,-0.7421863402554918,-1.122669432482933,-1.4913434939529084,-0.29328840067761686,0.7539880349349252,-0.2738257052964159,-0.31549882726005973,-0.5041118705381548,-0.5071668585800788,-1.3656882291857473,-1.5283120048747338,0.22182318200510712,0
-1.731944453638555,77942,14839,8580,9580,1.6929611139925433,-0.24321364294094505,False,-1.7333042386935316,-2.312994330483386,-1.4913434939529084,-2.039251960716589,0.7539880349349252,-0.45730864537507,1.774593197873788,-0.5038834770548722,-0.42837577185783815,-1.2769741720536156,1.9878588508928257,-2.0896798114667625,0
-1.7319140667822808,68242,5255,16899,25689,2.1861245094587396,-0.2719189473965366,False,0.2950300650866429,-0.7887105432643686,-0.929541245230475,-0.2827501853624971,0.7539880349349252,-0.3031451441749637,0.46339877635097115,-0.5041118705381548,-0.686285262395306,-1.1844029820026956,-0.07334820501121656,0.22182318200510712,0
-1.7318836799260064,240,28649,9306,13744,1.1101316466234026,-0.12851358387115114,False,0.6983920004974727,-0.6376339029035897,0.1940632522143921,-0.10896904978863767,0.7539880349349252,0.19244795170758652,-0.077920021525421,-0.5041118705381548,-0.12896964231332364,0.7403063444726812,-0.8049497837215053,0.22182318200510712,0
-1.7318532930697321,74961,204,18765,51044,1.8274602218469604,0.012776161436241064,False,-0.9208180545088596,-1.9655180576535944,-0.929541245230475,-0.11195156355706752,0.7539880349349252,-0.4648749521824372,1.6302415184400834,-0.5041025345103375,-0.6421622538308511,-1.5334735111530395,0.6383388131259348,-2.0896798114667625,0
-1.7318229062134578,14348,12981,41972,27754,2.096458437555795,0.13902358161657977,False,0.7848267009426507,-0.7847348422022429,1.598568874020476,-0.2131581974324618,0.7539880349349252,-0.40623607442534154,0.7340581752891675,-0.5041118705381548,-0.6106458191419549,0.917734458736944,0.9611081399361101,0.22182318200510712,0
-1.7317925193571835,3448,12982,41972,35274,1.8274602218469604,-0.3580348607633113,False,0.33536625862772595,-0.9040058740660158,-1.4913434939529084,-0.0876937849071695,0.7539880349349252,-0.4516339152695446,-0.06288338825107677,-0.5041118705381548,-0.3285737286763334,0.7518777432290461,0.26486574750308284,0.22182318200510712,0
-1.7317621325009092,86852,23455,17349,26348,1.0204655747204576,-0.209093474235776,False,-0.7191370868034442,-0.03730304252259935,-1.2104423695916917,0.2960563199641681,0.7539880349349252,-0.5216222532376911,0.33408373019161086,-0.490576245432725,-0.7356610100745768,-1.072546127357834,-1.4426827301825347,0.22182318200510712,0
-1.7317317456446348,55087,30430,12247,22713,1.8274602218469604,0.15630268371419884,False,0.3468908853537497,-1.1067666282344297,0.7558655009368257,0.026238241046859477,0.7539880349349252,-0.5254054066413746,-0.10799328807410932,-0.5041118705381548,-0.6342831451586272,-0.6675471708850595,-0.7419704028804954,0.22182318200510712,0
-1.7317013587883605,65827,12981,22403,27404,1.6032950420895986,0.11310492847015116,False,-0.48288223891995813,-1.3453086919619757,-0.3677389965080414,-0.35771069807570666,0.7539880349349252,-0.3948866142142908,1.1400472736964613,-0.5041118705381548,-0.5176723368097109,-1.2924027037287689,0.3755466720954933,-2.0896798114667625,0
